unit_name,registration_no,udyam_no,nature_of_industry,enterprise_type,product_activity,district,taluk,address,contact_person,phone,registration_date,commencement_date,gstin,pan,iec_code,has_iec,paid_up_capital,authorized_capital,employee_count,annual_turnover,export_turnover,import_turnover,bank_name,ad_code,years_in_business,mca_status,is_shell,related_party_txn_pct,turnover_capital_ratio,primary_port,hs_code_primary
Padmanabhan Inc,TN/MSME/uu/106779,UDYAM-TN-38-20-0803967,Leather,Small,Leather Footwear,Coimbatore,Pollachi,"72, Deshmukh Circle, Pondicherry 286593",Forum Rama,4555502268,2022-03-14,2022-08-12,33QVYCJ2335W1Z3,QVYCJ2335W,37741175132,True,29964404,39741452,16,28653534.0,3608204,3219478,Indian Overseas Bank,132406,4,active,False,0.10864151486371158,0.9562524253777916,INICJ4,8517
Zachariah-Sidhu,TN/MSME/TP/949274,UDYAM-TN-34-23-0869794,Handicraft,Micro,General Products,Dindigul,Dindigul Taluk,"772, Bora Ganj, Belgaum 238896",Dalaja Balay,02073705005,2020-08-05,2020-11-12,33EDIFH8219I6ZQ,EDIFH8219I,37931616245,True,1690943,4099687,6,3291827.0,673697,577935,Federal Bank,534118,5,active,False,0.08530669571160836,1.9467403691313072,INMAA4,0803
Ramanathan-Ghose,TN/MSME/dl/842612,UDYAM-TN-38-20-0338032,Handloom,Micro,General Products,Virudhunagar,Virudhunagar Taluk,"00/846, Sen Path, Phusro-862764",Amrita Jaggi,06383001608,2015-06-30,2015-07-18,33CUGFO2956P2Z3,CUGFO2956P,,False,2212944,4540811,6,4225447.0,0,797940,Federal Bank,662098,10,dormant,False,0.0011847453103406235,1.9094233744731002,INMAA4,0901
Tak-Sarna,TN/MSME/pN/051067,UDYAM-TN-20-20-0974117,Textile,Micro,Cotton Yarn,Kancheepuram,Kancheepuram Taluk,"H.No. 89, Balasubramanian Circle, Srinagar-089941",Varenya Krishnamurthy,9680412624,2025-01-27,2025-03-09,33EOTFO8454M6ZP,EOTFO8454M,48389505390,True,1601579,1860687,6,3206929.0,784951,409743,Union Bank of India,229192,1,active,False,0.08662319898689179,2.0023545513521346,INMAA4,8703
Murty-Mani,TN/MSME/QA/543231,UDYAM-TN-10-21-0925846,Food Processing,Medium,Dal Mill,Chennai,Alandur,"H.No. 08, Lata Circle, Indore-239021",Sachi Aurora,+911077845752,2022-05-01,2022-08-20,33YODCV3993Y2ZW,YODCV3993Y,,False,210216011,264473320,93,347165291.0,0,32028784,Federal Bank,611450,3,active,False,0.12866432950271886,1.651469311726213,INNSA1,0901
Patel Narasimhan and Kara,TN/MSME/NR/403899,UDYAM-TN-28-23-0560061,Service,Micro,General Products,Madurai,Madurai South,"H.No. 92, Tandon Chowk, Serampore 908265",Balhaar Srinivas,6536646174,2014-02-02,2014-03-07,33COKFG9687Y1ZY,COKFG9687Y,21746819465,True,768277,1331012,3,1152191.0,228287,255934,Punjab National Bank,750806,12,active,False,0.033254106587456304,1.499707787685952,INMAA4,8703
Dugar Datta and Saini,TN/MSME/TP/502052,UDYAM-TN-27-21-0171488,Textile,Micro,Readymade Garments,Tirunelveli,Tirunelveli Taluk,"455, Bhardwaj Ganj, Jaunpur-407556",Ijaya Prasad,+919315344559,2016-07-22,2016-09-18,33XQDAG0303F6ZJ,XQDAG0303F,75249679668,True,106675,240162,7,233424.0,57001,32557,Punjab National Bank,357561,9,active,False,0.10290984295234529,2.188179048511835,INMAA4,6110
Munshi Rau and Mane,TN/MSME/co/524763,UDYAM-TN-24-20-0823651,Service,Micro,General Products,Sivaganga,Sivaganga Taluk,"H.No. 972, Kadakia Path, Raichur 411492",Manthan Upadhyay,05619902446,2014-06-10,2014-11-29,33RAQAV4732U1Z2,RAQAV4732U,,False,2226388,2823637,8,5076295.0,0,645803,ICICI Bank,101362,11,active,False,0.13054714464551087,2.280058552237975,INMAA4,6110
Chacko Inc,TN/MSME/re/552717,UDYAM-TN-19-22-0437320,Textile,Micro,Knitted Fabric,Salem,Salem Taluk,"654, Nadig Ganj, Solapur-816069",Gauri Sachar,09532429363,2025-05-13,2025-08-18,33LMBAP4053N4ZS,LMBAP4053N,,False,2259631,2319010,1,4195843.0,0,408632,Canara Bank,676083,0,active,False,0.08936683585310348,1.856870878475291,INMAA4,7108
Chaudry LLC,TN/MSME/lL/304425,UDYAM-TN-07-23-0537534,Export Oriented Unit,Micro,Leather Goods,Coimbatore,Mettupalayam,"H.No. 99, Patla Marg, Bhavnagar 630290",Parth Ramachandran,08830686170,2011-09-10,2012-03-02,33SQLCI3469X6ZC,SQLCI3469X,22906666886,True,496666,1187608,2,653846.0,401069,146971,Axis Bank,637606,14,active,False,0.003357521277588238,1.3164702234499643,INICJ4,0803
Goel Goyal and Chakraborty,TN/MSME/xw/465573,UDYAM-TN-03-23-0953939,Engineering,Small,Machine Parts,Thoothukudi,Thoothukudi Taluk,"86, Tella Street, Raurkela Industrial Township-948288",Praneel Ghose,00436924483,2019-01-22,2019-04-09,33ZQOFZ2734Y6ZR,ZQOFZ2734Y,,False,40812123,51908556,22,48653540.0,0,4158600,Federal Bank,932559,7,active,False,0.03107045108681799,1.1921345037600715,INTUT1,2601
Varma-Rege,TN/MSME/Ky/320947,UDYAM-TN-21-22-0862589,Agro-based Industry,Micro,General Products,Virudhunagar,Virudhunagar Taluk,"88/320, Patla, Bhagalpur 914362",Gaurangi Ravi,7508452034,2019-08-26,2019-12-23,33FAIPC6764N4Z8,FAIPC6764N,,False,1434457,2390629,9,762296.0,0,105642,Indian Overseas Bank,263118,6,active,False,0.03159560918685834,0.5314178117573409,INMAA4,0803
Bandi-Malhotra,TN/MSME/OD/003301,UDYAM-TN-27-20-0787888,Agro-based Industry,Micro,General Products,Tirunelveli,Tirunelveli Taluk,"73/569, Dubey Marg, Suryapet-371320",Yug Deol,3038237154,2011-06-05,2011-06-11,33QOIPG7537O6ZB,QOIPG7537O,56519233534,True,2496261,6202011,10,2288661.0,470292,257669,Union Bank of India,059518,14,active,False,0.05676432655057505,0.9168356193523033,INMAA4,7204
Narula-Chaudhuri,TN/MSME/Ln/694439,UDYAM-TN-21-23-0236034,Engineering,Micro,Precision Tools,Tiruchirappalli,Tiruchirappalli Taluk,"12, Badal Circle, Muzaffarpur-121670",Yash Raman,+914774077042,2017-07-24,2017-12-27,33EEUFX9532T4ZU,EEUFX9532T,,False,564027,1290823,2,1218629.0,0,180905,Federal Bank,306912,8,active,False,0.12392076543482056,2.160586283989951,INMAA4,5201
Banerjee Sodhi and Kumar,TN/MSME/QP/143088,UDYAM-TN-37-23-0991418,Engineering,Micro,Castings,Tirunelveli,Tirunelveli Taluk,"H.No. 486, Wali Chowk, Jhansi 792891",Agastya Babu,+919621277057,2016-10-07,2016-12-02,33RRCAS6946T2ZI,RRCAS6946T,,False,1501127,1552541,9,4499289.0,0,823116,Axis Bank,701493,9,active,False,0.09382426865985266,2.9972740480985287,INMAA4,6403
Sharaf PLC,TN/MSME/XN/519887,UDYAM-TN-12-23-0524514,Manufacturing,Micro,Metal Fabrication,Madurai,Melur,"H.No. 561, Naidu Path, Karimnagar-096385",Tanveer Dey,+911524242039,2020-12-10,2021-05-15,33LSGCP9932A2Z3,LSGCP9932A,,False,909633,1784762,10,1463720.0,0,352911,Bank of Baroda,148902,5,active,False,0.1308128188403202,1.6091324743055715,INMAA4,8542
Chandra Inc,TN/MSME/od/118303,UDYAM-TN-03-22-0418833,Chemical,Micro,Dyes,Tirunelveli,Tirunelveli Taluk,"88/89, Doshi Path, Burhanpur 878430",Netra Johal,+919794985713,2019-09-26,2019-11-06,33WZWAC7985W1Z2,WZWAC7985W,,False,235570,488792,1,290318.0,0,44554,Union Bank of India,832485,6,active,False,0.06428828066672033,1.232406503374793,INMAA4,6110
Bhalla Pillai and Padmanabhan,TN/MSME/mi/055962,UDYAM-TN-22-23-0733544,Agro-based Industry,Small,General Products,Tiruchirappalli,Tiruchirappalli Taluk,"70/428, Mukherjee Circle, Rajpur Sonarpur-207181",Bhavya Dar,+915029633574,2014-10-16,2015-03-06,33RDGAP2060W6ZP,RDGAP2060W,,False,27093016,37574833,32,33547389.0,0,2770668,HDFC Bank,563192,11,active,False,0.021003147380080776,1.2382301401955398,INMAA4,3004
Sawhney-Wali,TN/MSME/kd/345889,UDYAM-TN-38-22-0155571,Export Oriented Unit,Micro,Gems & Jewellery,Dindigul,Dindigul Taluk,"92, Parekh Nagar, Nashik-240568",Madhavi Chakraborty,+912722433718,2015-07-03,2015-11-22,33YEQFP7618E2ZS,YEQFP7618E,11975352365,True,1321458,2043294,7,1510775.0,1026981,230510,Bank of Baroda,718894,10,dormant,False,0.07752269402799528,1.1432637283969675,INMAA4,5201
Palla and Sons,TN/MSME/ZY/324518,UDYAM-TN-08-21-0373819,Textile,Micro,Woven Fabric,Perambalur,Perambalur Taluk,"H.No. 48, Modi Path, Kishanganj 878791",Tanvi Bera,+918062476537,2018-12-10,2019-03-30,33NJYFU1518A1ZV,NJYFU1518A,91728706139,True,2201745,4082281,4,2335555.0,428561,447471,City Union Bank,334851,7,active,False,0.1119384871934495,1.060774522026847,INMAA4,7204
Dua-Savant,TN/MSME/kT/146211,UDYAM-TN-12-21-0239432,Handicraft,Micro,General Products,Tiruppur,Tiruppur South,"H.No. 18, Patla Circle, Kochi 066416",Owen Johal,+910219531868,2018-10-07,2018-11-12,33QYNAI5578Z1Z2,QYNAI5578Z,,False,237743,483677,4,264306.0,0,36162,City Union Bank,719963,7,active,False,0.09137065626579895,1.111729893204006,INITP6,3004
Brar PLC,TN/MSME/dF/424390,UDYAM-TN-35-21-0627357,Handicraft,Small,General Products,Thoothukudi,Thoothukudi Taluk,"H.No. 299, Kunda Road, Chittoor-289271",Yashawini Kapoor,+915639641543,2015-05-07,2015-08-21,33NBFCS7408B4ZE,NBFCS7408B,89826032509,True,6772749,12556635,18,10868536.0,2638997,1896712,Indian Bank,518667,10,dormant,False,0.016728585273006684,1.6047451337706446,INTUT1,8542
Dua LLC,TN/MSME/DD/872962,UDYAM-TN-12-23-0006834,Leather,Medium,Leather Goods,Namakkal,Namakkal Taluk,"H.No. 99, Om Ganj, Aurangabad-152958",Ati Nagar,+917763433133,2017-02-02,2017-07-11,33PMEAQ4262R2ZV,PMEAQ4262R,62299548795,True,117578029,200559839,194,206661692.0,59472381,10113870,Indian Bank,565149,9,active,False,0.06480223760713955,1.7576556926294453,INMAA4,2709
Sen-Narasimhan,TN/MSME/LG/775072,UDYAM-TN-11-22-0541555,Textile,Small,Knitted Fabric,Tiruchirappalli,Tiruchirappalli Taluk,"333, Munshi, Ghaziabad 462742",Dalaja Grewal,5831847830,2019-10-13,2020-01-21,33TFNPK7469G2ZU,TFNPK7469G,87627994575,True,15491974,33611888,36,38180400.0,13581042,3085547,Axis Bank,784371,6,dormant,False,0.0707972510915212,2.4645277612781946,INMAA4,7204
Grover-Balakrishnan,TN/MSME/wU/309266,UDYAM-TN-14-22-0309117,Service,Micro,General Products,Dindigul,Dindigul Taluk,"H.No. 37, Bhatnagar, Buxar-886439",Onveer Nair,09309339934,2013-10-15,2014-01-31,33LLKFN0904U2Z3,LLKFN0904U,,False,1584504,3563276,1,4034674.0,0,28661,Bank of Baroda,484645,12,active,False,0.0573609501037953,2.5463324800694727,INMAA4,3004
Buch Ltd,TN/MSME/QI/283070,UDYAM-TN-07-20-0670700,Export Oriented Unit,Small,Software,Krishnagiri,Krishnagiri Taluk,"15/203, Kari, Ahmedabad-806904",Vasatika Behl,5835679133,2016-01-08,2016-03-06,33GIMPX5997M6ZP,GIMPX5997M,66145631287,True,9669547,17471358,28,28692669.0,23101616,3771287,State Bank of India,358823,10,active,False,0.07077613003658285,2.967322978005071,INMAA4,8542
Raghavan Cheema and Mukhopadhyay,TN/MSME/qV/459418,UDYAM-TN-21-22-0949070,Handicraft,Small,General Products,Madurai,Melur,"734, Trivedi Chowk, Khora  991815",Jatin Wagle,06508044131,2016-12-03,2017-02-26,33OOLFK5725J1ZI,OOLFK5725J,,False,12594486,27192181,15,33713087.0,0,7557865,City Union Bank,550931,9,active,False,0.048190069722003924,2.676813249861884,INMAA4,8517
Raman Group,TN/MSME/zG/672447,UDYAM-TN-33-22-0828520,Textile,Small,Woven Fabric,Namakkal,Namakkal Taluk,"H.No. 77, Sibal Chowk, Nagaon 747387",Oeshi Tandon,05829493287,2024-07-01,2024-07-01,33GTAFD6487Q1Z6,GTAFD6487Q,,False,49748687,89956276,47,79250518.0,0,6719962,State Bank of India,958101,1,active,False,0.010066421778239831,1.5930172790288917,INMAA4,6110
Kar-Natt,TN/MSME/Bg/545789,UDYAM-TN-28-20-0420968,Food Processing,Micro,Rice Mill,Dharmapuri,Dharmapuri Taluk,"26, Devi Circle, Ghaziabad 716404",Urvi Narayan,+916008557495,2023-09-01,2023-09-10,33OMQPG7742O2ZV,OMQPG7742O,58131106601,True,2253776,4362261,10,3041525.0,785669,355810,City Union Bank,857424,2,active,False,0.04835764627212618,1.349524087575695,INMAA4,8471
Kulkarni Group,TN/MSME/Uu/799020,UDYAM-TN-15-21-0211500,Leather,Micro,Leather Garments,Thoothukudi,Thoothukudi Taluk,"54/788, Natarajan Ganj, Bhagalpur-746796",Chaitanya Tandon,02228496672,2021-01-26,2021-02-12,33XSOFG7210T1ZI,XSOFG7210T,,False,940251,1367495,2,1239864.0,0,157816,Indian Overseas Bank,710890,5,active,False,0.14044533996270403,1.3186521471394341,INTUT1,8517
Boase Atwal and Bose,TN/MSME/IO/738143,UDYAM-TN-34-20-0170796,Service,Micro,General Products,Ranipet,Ranipet Taluk,"H.No. 42, Jaggi Path, Eluru-544668",Leela Murthy,+915877057808,2018-01-17,2018-06-24,33LTTPM0417S1ZF,LTTPM0417S,,False,1673341,3572431,9,4657256.0,0,168161,City Union Bank,433247,8,active,False,0.09072726148187035,2.783207965381832,INMAA4,0803
Ghosh-Modi,TN/MSME/Rn/367192,UDYAM-TN-15-20-0682029,Export Oriented Unit,Medium,Leather Goods,Thanjavur,Thanjavur Taluk,"16/87, Bose Circle, Anantapuram-346864",Indali Ravel,03425948466,2016-03-04,2016-04-05,33MNYFA0848L4ZT,MNYFA0848L,73848908133,True,186072666,190496551,67,294994434.0,264531201,85333140,Punjab National Bank,097300,10,active,False,0.13459967932470618,1.5853722115208475,INMAA4,6204
Dara-Iyengar,TN/MSME/ho/515822,UDYAM-TN-12-22-0921780,Service,Micro,General Products,Salem,Salem Taluk,"344, Majumdar Circle, Dhule 310568",Tripti Solanki,01081584089,2012-09-17,2013-01-06,33STBCZ2726F6ZL,STBCZ2726F,27923724178,True,753297,787172,9,2194542.0,707937,134356,Federal Bank,995994,13,active,False,0.05597761822005456,2.9132493558317636,INMAA4,7204
Loyal Karpe and Pandey,TN/MSME/tA/428367,UDYAM-TN-35-23-0140935,Manufacturing,Micro,Auto Parts,Thoothukudi,Thoothukudi Taluk,"08/64, Devan Chowk, Ghaziabad 697763",Nandini Bali,6173656615,2022-08-31,2022-10-20,33TDKPR3551A4ZO,TDKPR3551A,10116224943,True,2073429,3554614,2,1619402.0,393039,437019,Union Bank of India,541643,3,active,False,0.04843146874350413,0.7810260201820269,INTUT1,3004
Kara Group,TN/MSME/Od/182814,UDYAM-TN-30-22-0796807,Chemical,Small,Pharma Intermediates,Ranipet,Ranipet Taluk,"258, Grover Ganj, Bhopal-186190",Sanaya Soman,00793197577,2024-08-07,2024-12-11,33DNUCE2004T1ZP,DNUCE2004T,31576501987,True,40835236,66685223,22,94945014.0,18071116,18833345,City Union Bank,747480,1,active,False,0.14019366150805548,2.325075677290074,INMAA4,6204
Golla-Kuruvilla,TN/MSME/kE/358247,UDYAM-TN-18-22-0353638,Export Oriented Unit,Micro,Leather Goods,Sivaganga,Sivaganga Taluk,"H.No. 05, Kade Road, Ujjain-385270",Falak Gandhi,0362996110,2015-01-28,2015-03-13,33EIOCP8189M6ZN,EIOCP8189M,40525282961,True,243084,367415,8,499119.0,394831,130565,Indian Bank,650864,11,active,False,0.06844740099822885,2.053277879251617,INMAA4,6110
Bhat Dubey and Bakshi,TN/MSME/wz/818354,UDYAM-TN-13-21-0880818,Trading,Micro,Textiles,Thanjavur,Thanjavur Taluk,"04, Iyengar Nagar, Bongaigaon 616865",Nidra Seth,4030930910,2019-02-13,2019-07-08,33CZVCD5283N1Z6,CZVCD5283N,46341280502,True,206593,268160,3,308628.0,118011,68940,ICICI Bank,965324,7,active,False,0.11699065396760164,1.4938937911739507,INMAA4,8703
Chowdhury Group,TN/MSME/LU/648918,UDYAM-TN-31-23-0337559,Food Processing,Micro,Spices,Tiruppur,Tiruppur North,"34, Ramachandran Street, Amravati 913079",Amaira Singh,01085370409,2014-04-29,2014-05-09,33JCECU8297R6ZM,JCECU8297R,32306033050,True,2326630,2327864,7,2887908.0,1069354,217744,Union Bank of India,233187,11,active,False,0.04674080261076405,1.2412407645392693,INITP6,8542
Nazareth-Bath,TN/MSME/IC/340618,UDYAM-TN-38-21-0215830,Manufacturing,Micro,Metal Fabrication,Perambalur,Perambalur Taluk,"19/205, Basu Path, Tumkur-120860",Damyanti Rana,4185893279,2024-10-05,2025-03-01,33TUYCH3145H4ZE,TUYCH3145H,82643389217,True,2117175,4252043,5,1801929.0,397203,411155,City Union Bank,747759,1,active,False,0.01759380197594345,0.8511006411845974,INMAA4,2709
Viswanathan-Kulkarni,TN/MSME/uo/575782,UDYAM-TN-28-21-0918807,Handloom,Micro,General Products,Tiruppur,Tiruppur North,"64/75, Trivedi Marg, Katihar-655345",Libni Balan,+917094330584,2016-05-28,2016-09-28,33VOPFE0993I1ZY,VOPFE0993I,,False,1938245,4001780,5,1515889.0,0,393603,HDFC Bank,860052,9,active,False,0.043666038913242604,0.7820935949789629,INITP6,3004
Trivedi-Vasa,TN/MSME/TB/233018,UDYAM-TN-32-21-0614240,Handicraft,Micro,General Products,Tiruchirappalli,Tiruchirappalli Taluk,"H.No. 79, Bala Zila, Patna-335210",Laksh Korpal,5634746390,2018-09-01,2018-11-08,33KQWAI8796K6ZQ,KQWAI8796K,,False,2174216,3788493,2,1157368.0,0,205230,City Union Bank,593532,7,active,False,0.015594818067516236,0.5323150965681422,INMAA4,2601
Issac-Parekh,TN/MSME/Jk/946111,UDYAM-TN-34-20-0985869,Leather,Micro,Leather Goods,Kancheepuram,Kancheepuram Taluk,"H.No. 953, Thakkar Zila, South Dumdum-520675",Ayushman Patel,08500653315,2017-01-02,2017-03-09,33ODTPL5768W1ZW,ODTPL5768W,,False,552136,882334,8,1452439.0,0,350860,Axis Bank,375928,9,active,False,0.06476960294217059,2.630581958068302,INMAA4,8542
Sathe-De,TN/MSME/XJ/914829,UDYAM-TN-17-21-0219552,Leather,Micro,Leather Footwear,Chennai,Alandur,"58/14, Yogi Road, Kolkata 456363",Kamya Mohanty,+917462363833,2024-04-26,2024-09-11,33HKAPO8283H4Z2,HKAPO8283H,,False,1479767,2719392,6,2434973.0,0,630767,Federal Bank,045428,1,active,False,0.11110571555940903,1.6455110838395504,INNSA1,2601
Pillay Ganesan and Nazareth,TN/MSME/SJ/244586,UDYAM-TN-24-21-0176731,Chemical,Micro,Dyes,Ranipet,Ranipet Taluk,"10, Joshi Chowk, Srikakulam 312497",Hritik Bhat,+914557401606,2012-09-28,2012-10-19,33IHXCC6341M2ZQ,IHXCC6341M,,False,2357520,3498888,8,3245090.0,0,108529,HDFC Bank,740957,13,active,False,0.1363245489144168,1.376484610947097,INMAA4,0803
Som-Dora,TN/MSME/dK/221767,UDYAM-TN-15-23-0866265,Food Processing,Micro,Bakery Products,Krishnagiri,Krishnagiri Taluk,"64, Parmer Zila, Ghaziabad 554686",Kritika Oza,09369353450,2014-02-06,2014-02-15,33CSXCV4275M2ZY,CSXCV4275M,16685125577,True,418495,762489,5,851030.0,332943,170424,Indian Overseas Bank,298278,12,active,False,0.07417393910639203,2.033548787918613,INMAA4,7204
Raval Group,TN/MSME/CM/500487,UDYAM-TN-17-22-0842454,Export Oriented Unit,Small,Software,Vellore,Vellore Taluk,"03/64, Varkey Path, Raipur-037018",Kevin Parekh,8415091341,2025-02-01,2025-03-28,33AGACT4459G6ZL,AGACT4459G,53188236259,True,16993373,26430519,44,33175126.0,27188319,8957810,Union Bank of India,206054,1,dormant,False,0.04802320846211438,1.9522390287084266,INMAA4,7108
Nigam Sinha and Srivastava,TN/MSME/CV/152430,UDYAM-TN-04-23-0648866,Textile,Small,Woven Fabric,Madurai,Madurai South,"H.No. 05, Lalla Chowk, Davanagere-985091",Lekha Chanda,05367970104,2018-12-27,2019-03-13,33CXZCW4386X4Z9,CXZCW4386X,,False,41353245,68514322,25,68779382.0,0,12195882,Axis Bank,477214,7,active,False,0.14936828967706245,1.6632160789316535,INMAA4,6204
Mahal Randhawa and Kuruvilla,TN/MSME/ho/987138,UDYAM-TN-35-22-0346590,Food Processing,Small,Rice Mill,Krishnagiri,Krishnagiri Taluk,"37/099, Mahajan Zila, Mumbai 970014",Upma Bali,+914944236557,2022-02-05,2022-03-10,33BJYCI5977P6ZI,BJYCI5977P,,False,34485859,46516131,24,74299854.0,0,17796665,Punjab National Bank,850633,4,active,False,0.061071299922726745,2.154502052565952,INMAA4,2601
Ramaswamy-Handa,TN/MSME/vt/747112,UDYAM-TN-26-23-0844014,Manufacturing,Small,Auto Parts,Krishnagiri,Krishnagiri Taluk,"H.No. 627, Nagy Path, Rajpur Sonarpur-959220",Megha Suri,6091535569,2025-06-23,2025-10-11,33UBBPN7726Y2ZL,UBBPN7726Y,76777396996,True,26548428,54281515,42,61636630.0,12298790,2561177,Indian Bank,788220,0,active,False,0.014379494985038831,2.3216677838702915,INMAA4,7108
Dube-Chatterjee,TN/MSME/LI/484967,UDYAM-TN-01-20-0342738,Agro-based Industry,Micro,General Products,Tirunelveli,Tirunelveli Taluk,"H.No. 47, Doctor Path, Bhiwandi 576419",Jatin Panchal,4967437342,2014-07-29,2015-01-10,33FJQAC3750T1Z9,FJQAC3750T,73036138255,True,1192639,1242110,6,881033.0,88560,239238,ICICI Bank,435134,11,active,False,0.1289037936211257,0.7387256328193191,INMAA4,8471
Kaul-Natarajan,TN/MSME/pb/031662,UDYAM-TN-19-20-0366010,Service,Medium,General Products,Erode,Erode Taluk,"H.No. 37, Prabhu Ganj, Dehradun-744265",Eesha Balasubramanian,+911336390568,2024-03-02,2024-07-13,33POXCW8758O1ZC,POXCW8758O,,False,76029053,153924473,81,191442074.0,0,33891353,Punjab National Bank,890900,2,active,False,0.01495823543256265,2.5180120815131026,INMAA4,8517
Chauhan-Nadig,TN/MSME/gz/166661,UDYAM-TN-38-20-0888956,Leather,Medium,Leather Garments,Perambalur,Perambalur Taluk,"459, Chaudry Zila, Unnao 115062",Urishilla Rama,+916291889897,2015-06-15,2015-09-18,33UYRAC3328G6ZC,UYRAC3328G,,False,226761526,403582386,173,573087240.0,0,114075181,Federal Bank,788192,10,active,False,0.07910062323845553,2.5272684044294182,INMAA4,8703
Sen LLC,TN/MSME/VX/354805,UDYAM-TN-04-20-0197216,Food Processing,Micro,Dal Mill,Krishnagiri,Krishnagiri Taluk,"332, Ramanathan Nagar, Sultan Pur Majra 751972",Upadhriti Sinha,9365659956,2024-07-31,2024-08-30,33THQAM4001R6ZY,THQAM4001R,,False,668226,1617220,5,1621855.0,0,149431,City Union Bank,787080,1,active,False,0.13504145172008303,2.4271055002349504,INMAA4,3004
Venkatesh Inc,TN/MSME/ro/666266,UDYAM-TN-14-23-0216780,Handicraft,Micro,General Products,Tirunelveli,Tirunelveli Taluk,"67/757, Golla Path, Pondicherry-936027",Yasti Handa,09192794009,2023-04-23,2023-07-28,33KJNFV8751L1ZN,KJNFV8751L,12551758898,True,298002,710177,3,813810.0,255311,50300,Indian Bank,786654,2,active,False,0.13864683541332373,2.7308877121630055,INMAA4,6204
Zachariah PLC,TN/MSME/bc/676121,UDYAM-TN-27-23-0395452,Service,Small,General Products,Vellore,Vellore Taluk,"29/156, Lad Nagar, Kavali-460471",Tanmayi Khosla,02558864885,2022-04-04,2022-05-12,33BDGAV2967U4ZN,BDGAV2967U,,False,27449986,38900199,28,41806562.0,0,11301264,State Bank of India,878627,4,active,False,0.07323247371624277,1.5230084998950455,INMAA4,8703
Kulkarni-Doctor,TN/MSME/kb/257095,UDYAM-TN-07-20-0414090,Manufacturing,Micro,Metal Fabrication,Chennai,Ambattur,"363, Mann, Hubli–Dharwad 265100",Chandani Mangal,01139989004,2026-01-11,2026-04-22,33QCXPP0517V6ZS,QCXPP0517V,,False,1035223,2313015,5,2731715.0,0,724472,Punjab National Bank,511381,0,struck_off,False,0.08321249803131926,2.638769617753856,INNSA1,5201
Pau Mane and Shere,TN/MSME/EA/508282,UDYAM-TN-13-21-0760124,Food Processing,Micro,Rice Mill,Erode,Erode Taluk,"46, Boase Nagar, Satna-042825",Mitali Patla,+916351867889,2018-09-29,2018-11-26,33FVEPY6043X2Z2,FVEPY6043X,,False,558621,825017,1,1205052.0,0,205630,ICICI Bank,029494,7,dormant,False,0.051202123827659575,2.1571906534126,INMAA4,2709
Nori Chander and Kothari,TN/MSME/IF/553890,UDYAM-TN-36-22-0059469,Chemical,Medium,Pigments,Tirunelveli,Tirunelveli Taluk,"700, Chacko Path, Proddatur 390542",Aarna Mukhopadhyay,02134777218,2013-09-24,2013-12-04,33JYNAH1164O1ZP,JYNAH1164O,,False,65147318,76030092,124,123267379.0,0,2408571,Canara Bank,366433,12,active,False,0.0026192716716820883,1.8921328273252938,INMAA4,0803
Dua Group,TN/MSME/fx/780752,UDYAM-TN-25-22-0718915,Textile,Micro,Cotton Yarn,Tirunelveli,Tirunelveli Taluk,"H.No. 86, Toor Street, Guna-161693",Zaid Char,0880709554,2022-08-24,2022-12-16,33AABCM7126S1ZB,AABCM7126S,,False,535337,1030027,8,1521977.0,0,205316,Federal Bank,716804,3,active,False,0.10243217590141557,2.8430259817647574,INMAA4,8703
